"מועדון","שם","מפתח","סוג","ממצא","פירוט","עונות במאגר","עונות ויקיפדיה","עונות התאחדות","עונות worldfootball","עמדה מאגר","עמדה ויקיפדיה","עמדה wf","לידה מאגר","לידה ויקיפדיה","לידה wf","תיקון מוצע"
"חיפהdle","תומר אסוס","103253","שנת לידה","אין בשום מקור","","19/20","-","19/20","-","","","","","","",""
"חיפהdle","חוזה רודריגז","191154","עמדה","אין בשום מקור","","20/21-21/22","-","20/21-21/22","-","","","","","","",""
"חיפהdle","חוזה רודריגז","191154","שנת לידה","אין בשום מקור","","20/21-21/22","-","20/21-21/22","-","","","","","","",""
"חיפהdle","עומר אצילי","34253","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 20/21 — ייתכן שאלה עונות השאלה","20/21-22/23","21/22-22/23","20/21-22/23","20/21-22/23","MF","MF","MF","1993","1993","1993",""
"חיפהdle","עילאי חג'ג'","125867","עונות","סתירה","ויקיפדיה מוסיפה 21/22-22/23 · המאגר מוסיף 20/21","20/21, 23/24-24/25","21/22-24/25","20/21, 23/24-24/25","23/24-24/25","FW","MF","FW","2001","2001","2001",""
"חיפהdle","עילאי חג'ג'","125867","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF · worldfootball: FW","20/21, 23/24-24/25","21/22-24/25","20/21, 23/24-24/25","23/24-24/25","FW","MF","FW","2001","2001","2001",""
"חיפהdle","רוני לאופר","115862","עמדה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"חיפהdle","רוני לאופר","115862","שנת לידה","אין בשום מקור","","20/21","-","20/21","-","","","","","","",""
"חיפהdle","אורי דהן","107824","עונות","המאגר קצר מדי","חסרות 22/23-23/24","21/22","21/22-23/24","21/22","-","DF","DF","","1999","1999","","""107824"": { ""spells"": [[2022,2024]] }"
"חיפהdle","איתמר ישראלי","20529","עונות","המאגר קצר מדי","חסרות 22/23","21/22","21/22-22/23","21/22","21/22","GK","GK","GK","1992","1992","1992","""20529"": { ""spells"": [[2022,2023]] }"
"חיפהdle","מאוויס צ'יבוטה","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 21/22 — ייתכן שאלה עונות השאלה","21/22-22/23","22/23","-","-","FW","FW","","1996","1996","",""
"חיפהdle","מאויס דפונו","155286","עמדה","אין בשום מקור","","21/22-22/23","-","21/22-22/23","-","","","","","","",""
"חיפהdle","מאויס דפונו","155286","שנת לידה","אין בשום מקור","","21/22-22/23","-","21/22-22/23","-","","","","","","",""
"חיפהdle","מיקאל אלפונס","247563","עונות","סתירה","ויקיפדיה מוסיפה 22/23 · המאגר מוסיף 21/22","21/22","22/23","21/22","21/22","DF","DF","DF","1989","1989","1989",""
"חיפהdle","נבו שדו","140180","עמדה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"חיפהdle","נבו שדו","140180","שנת לידה","אין בשום מקור","","21/22","-","21/22","-","","","","","","",""
"חיפהdle","עלי אל פאזז","155444","עמדה","אין בשום מקור","","21/22-25/26","-","21/22-25/26","-","","","","","","",""
"חיפהdle","עלי אל פאזז","155444","שנת לידה","אין בשום מקור","","21/22-25/26","-","21/22-25/26","-","","","","","","",""
"חיפהdle","ענאן ח'לאילי","137896","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 21/22 — ייתכן שאלה עונות השאלה","21/22-23/24","22/23-23/24","23/24","21/22-23/24","FW","DF","FW","2004","2004","2004",""
"חיפהdle","ענאן ח'לאילי","137896","עמדה","סתירה","מאגר: FW · ויקיפדיה: DF · worldfootball: FW","21/22-23/24","22/23-23/24","23/24","21/22-23/24","FW","DF","FW","2004","2004","2004",""
"חיפהdle","אביאל זרגרי","119318","עונות","סתירה","ויקיפדיה מוסיפה 23/24-24/25 · המאגר מוסיף 22/23","22/23","23/24-24/25","22/23","-","MF","MF","","2002","2002","",""
"חיפהdle","בסאם זערורה","124321","עונות","המאגר קצר מדי","חסרות 21/22","22/23","21/22-22/23","22/23","-","MF","MF","","2002","2002","","""124321"": { ""spells"": [[2022,2023]] }"
"חיפהdle","גוני נאור","97295","עונות","סתירה","ויקיפדיה מוסיפה 24/25-25/26 · המאגר מוסיף 22/23","22/23-23/24","23/24-25/26","22/23-23/24","22/23-23/24","MF","DF","MF","1999","1999","1999",""
"חיפהdle","גוני נאור","97295","עמדה","סתירה","מאגר: MF · ויקיפדיה: DF · worldfootball: MF","22/23-23/24","23/24-25/26","22/23-23/24","22/23-23/24","MF","DF","MF","1999","1999","1999",""
"חיפהdle","דיא סבע","12585","עונות","סתירה","ויקיפדיה מוסיפה 23/24 · המאגר מוסיף 22/23","22/23, 24/25","23/24-24/25","22/23, 24/25","-","FW","FW","","1992","1992","",""
"חיפהdle","ליעד לוי","165234","עמדה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"חיפהdle","ליעד לוי","165234","שנת לידה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"חיפהdle","עבדוליי סק","253478","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","22/23-25/26","22/23-25/26","22/23-25/26","-","DF","","","1992","","",""
"חיפהdle","פרנזי פיירו","248187","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","22/23-23/24","22/23-23/24","22/23-23/24","-","FW","","","1995","","",""
"חיפהdle","שריף כיוף","104530","עונות","המאגר קצר מדי","חסרות 20/21-21/22","22/23-25/26","20/21-25/26","22/23-25/26","22/23-25/26","GK","GK","GK","2001","2001","2001","""104530"": { ""spells"": [[2021,2026]] }"
"חיפהdle","תבור חוטר","141181","עמדה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"חיפהdle","תבור חוטר","141181","שנת לידה","אין בשום מקור","","22/23","-","22/23","-","","","","","","",""
"חיפהdle","אורי בן שושן","147016","עמדה","אין בשום מקור","","23/24","-","23/24","-","","","","","","",""
"חיפהdle","אורי בן שושן","147016","שנת לידה","אין בשום מקור","","23/24","-","23/24","-","","","","","","",""
"חיפהdle","גדי קינדה","48643","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 23/24 — ייתכן שאלה עונות השאלה","23/24-24/25","24/25","23/24-24/25","23/24","MF","MF","MF","1994","1994","1994",""
"חיפהdle","דניאיל לסובוי","283322","עונות","סתירה","ויקיפדיה מוסיפה 24/25 · המאגר מוסיף 23/24","23/24","24/25","23/24","23/24","FW","","FW","1998","","1998",""
"חיפהdle","דניאיל לסובוי","283322","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","23/24","24/25","23/24","23/24","FW","","FW","1998","","1998",""
"חיפהdle","זיו בן שימול","139228","עמדה","אין בשום מקור","","23/24","-","23/24","-","","","","","","",""
"חיפהdle","זיו בן שימול","139228","שנת לידה","אין בשום מקור","","23/24","-","23/24","-","","","","","","",""
"חיפהdle","ירין לוי","","עונות","סתירה","ויקיפדיה מוסיפה 24/25-25/26 · המאגר מוסיף 23/24","23/24","24/25-25/26","-","-","MF","MF","","2005","2005","",""
"חיפהdle","לורנצו סימיץ","267496","עמדה","אין בשום מקור","","23/24","-","23/24","-","","","","","","",""
"חיפהdle","לורנצו סימיץ","267496","שנת לידה","אין בשום מקור","","23/24","-","23/24","-","","","","","","",""
"חיפהdle","לורנצו שימיץ'","","עונות","המאגר קצר מדי","חסרות 24/25","23/24","23/24-24/25","-","-","DF","DF","","1996","1996","","""לורנצו שימיץ'"": { ""spells"": [[2024,2025]] }"
"חיפהdle","ניתאי גרייס","142007","עונות","המאגר קצר מדי","חסרות 25/26","23/24-24/25","23/24-25/26","23/24-24/25","-","GK","GK","","2004","2004","","""142007"": { ""spells"": [[2024,2026]] }"
"חיפהdle","עילי פיינגולד","133617","עונות","המאגר קצר מדי","חסרות 24/25","23/24","23/24-24/25","23/24","23/24","DF","DF","DF","2004","2004","2004","""133617"": { ""spells"": [[2024,2025]] }"
"חיפהdle","קנט סיף","34913","עמדה","אין בשום מקור","","23/24-25/26","-","23/24-25/26","-","","","","","","",""
"חיפהdle","קנט סיף","34913","שנת לידה","אין בשום מקור","","23/24-25/26","-","23/24-25/26","-","","","","","","",""
"חיפהdle","שואו","266984","עונות","המאגר קצר מדי","חסרות 24/25-25/26","23/24","23/24-25/26","23/24","-","MF","","","1999","","","""266984"": { ""spells"": [[2024,2026]] }"
"חיפהdle","שואו","266984","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","23/24","23/24-25/26","23/24","-","MF","","","1999","","",""
"חיפהdle","גטאצאו יבלו","189397","עמדה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","גטאצאו יבלו","189397","שנת לידה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","גיא מלמד","17151","עמדה","יש מקור, לא נכנס","ויקיפדיה: DF","24/25-25/26","-","24/25-25/26","-","","DF","","","1979","","""17151"": { ""pos"": ""DF"" }"
"חיפהdle","גיא מלמד","17151","שנת לידה","יש מקור, לא נכנס","ויקיפדיה: 1979","24/25-25/26","-","24/25-25/26","-","","DF","","","1979","","""17151"": { ""born"": 1979 }"
"חיפהdle","ליאם חרמש","142893","עמדה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","ליאם חרמש","142893","שנת לידה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","מתיאס לייבה","289545","עמדה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","מתיאס לייבה","289545","שנת לידה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","עומר דהן","185102","עמדה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","עומר דהן","185102","שנת לידה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","עמית ארזי","155441","עמדה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","עמית ארזי","155441","שנת לידה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","פדרו דה אוליברה","287089","עמדה","אין בשום מקור","","24/25-25/26","-","24/25-25/26","-","","","","","","",""
"חיפהdle","פדרו דה אוליברה","287089","שנת לידה","אין בשום מקור","","24/25-25/26","-","24/25-25/26","-","","","","","","",""
"חיפהdle","קסאנדר סברינה","289112","עונות","המאגר קצר מדי","חסרות 25/26","24/25","24/25-25/26","24/25","-","FW","FW","","2001","2001","","""289112"": { ""spells"": [[2025,2026]] }"
"חיפהdle","רועי אלימלך","120960","עונות","המאגר קצר מדי","חסרות 21/22-23/24","24/25","21/22-24/25","24/25","-","DF","DF","","2002","2002","","""120960"": { ""spells"": [[2022,2025]] }"
"חיפהdle","ריקרדו ויאנה","301275","עמדה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","ריקרדו ויאנה","301275","שנת לידה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","תומאס סולטאני","284311","עמדה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","תומאס סולטאני","284311","שנת לידה","אין בשום מקור","","24/25","-","24/25","-","","","","","","",""
"חיפהdle","איי סוקפה","190688","עמדה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","איי סוקפה","190688","שנת לידה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","אלעד אמיר","162762","עמדה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","אלעד אמיר","162762","שנת לידה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","בנסון מנואל","319784","עמדה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","בנסון מנואל","319784","שנת לידה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","גאורגי ירמקוב","284937","עונות","המאגר קצר מדי","חסרות 24/25","25/26","24/25-25/26","25/26","-","GK","GK","","2002","2002","","""284937"": { ""spells"": [[2025,2026]] }"
"חיפהdle","דניאל דרזי","178172","עמדה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","דניאל דרזי","178172","שנת לידה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","טומי ציצואשוילי","147180","עמדה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","טומי ציצואשוילי","147180","שנת לידה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","טריבאנטה סטיוארט","302850","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","25/26","25/26","25/26","25/26","FW","","FW","2000","","2000",""
"חיפהdle","ליאור קאסה","185919","עמדה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","ליאור קאסה","185919","שנת לידה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","ליסב עיסאת","142938","עונות","המאגר קצר מדי","חסרות 24/25","25/26","24/25-25/26","25/26","25/26","DF","DF","DF","2005","2005","2005","""142938"": { ""spells"": [[2025,2026]] }"
"חיפהdle","מור סעדו","152256","עמדה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","מור סעדו","152256","שנת לידה","אין בשום מקור","","25/26","-","25/26","-","","","","","","",""
"חיפהdle","מיכאל אוחנה","68383","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF · worldfootball: FW","25/26","25/26","25/26","25/26","FW","MF","FW","1995","1995","1995",""
"חיפהdle","מנואל בנסון","","עונות","מקור יחיד","אין ויקיפדיה, אין התאחדות, אין worldfootball","25/26","-","-","-","FW","FW","","1997","1997","",""
"חיפהdle","פיטר אגבה","307856","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","25/26","25/26","25/26","-","MF","","","2002","","",""
"חיפהdle","קנג'י חורה","302847","זהות","שני ערכים באותו שם","בוויקיפדיה יש יותר מערך אחד בשם הזה — אין תיקון אוטומטי","25/26","25/26","25/26","25/26","FW","","FW","1994","","1994",""
"הפועלdle","ג'ורג' בורבה","","עונות","המאגר קצר מדי","חסרות 65/66-68/69","69/70-71/72","65/66-71/72","-","-","MF","FW","","1944","1944","","""ג'ורג' בורבה"": { ""spells"": [[1966,1972]] }"
"הפועלdle","ג'ורג' בורבה","","עמדה","סתירה","מאגר: MF · ויקיפדיה: FW","69/70-71/72","65/66-71/72","-","-","MF","FW","","1944","1944","",""
"הפועלdle","דוד פרימו","","עונות","המאגר קצר מדי","חסרות 63/64-66/67","69/70-74/75","63/64-66/67, 69/70-74/75","-","-","DF","DF","","1946","1946","","""דוד פרימו"": { ""spells"": [[1964,1967],[1970,1975]] }"
"הפועלdle","יחזקאל חזום","","עונות","המאגר קצר מדי","חסרות 64/65-68/69","69/70-76/77","64/65-76/77","-","-","FW","FW","","1947","","","""יחזקאל חזום"": { ""spells"": [[1965,1977]] }"
"הפועלdle","גילי לנדאו","","עונות","המאגר קצר מדי","חסרות 74/75","75/76-89/90","74/75-89/90","-","-","FW","FW","","1958","1958","","""גילי לנדאו"": { ""spells"": [[1975,1990]] }"
"הפועלdle","משה סיני","","עונות","המאגר קצר מדי","חסרות 87/88","80/81-86/87, 88/89, 90/91-92/93","80/81-88/89, 90/91-92/93","-","-","MF","MF","","1961","1961","","""משה סיני"": { ""spells"": [[1981,1989],[1991,1993]] }"
"הפועלdle","אלי אוזן","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 85/86-91/92 — ייתכן שאלה עונות השאלה","84/85-91/92","84/85","-","-","DF","DF","","1963","1963","",""
"הפועלdle","יעקב כהן","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 84/85 — ייתכן שאלה עונות השאלה","84/85-85/86","85/86","-","-","DF","DF","","1956","1956","",""
"הפועלdle","דוד פיזנטי","","עונות","סתירה","ויקיפדיה מוסיפה 87/88 · המאגר מוסיף 86/87","86/87","87/88","-","-","DF","DF","","1962","1962","",""
"הפועלdle","פליקס חלפון","","עונות","המאגר קצר מדי","חסרות 97/98-98/99","88/89-93/94, 96/97","88/89-93/94, 96/97-98/99","-","-","DF","DF","","1972","1972","","""פליקס חלפון"": { ""spells"": [[1989,1994],[1997,1999]] }"
"הפועלdle","אייל בן עמי","15677","עונות","המאגר קצר מדי","חסרות 00/01-01/02","93/94-99/00, 02/03-03/04","93/94-03/04","02/03","93/94-99/00, 02/03-03/04","DF","DF","DF","1976","1976","1976","""15677"": { ""spells"": [[1994,2004]] }"
"הפועלdle","דמיאן לוקאשיק","","עונות","סתירה","ויקיפדיה מוסיפה 95/96 · המאגר מוסיף 93/94","93/94-94/95","94/95-95/96","-","-","DF","DF","","1964","1964","",""
"הפועלdle","ירון בן דב","","שנת לידה","סתירה","מאגר: 1971 · ויקיפדיה: 1970","93/94","93/94","-","-","DF","DF","","1971","1970","",""
"הפועלdle","ירוסלב באקו","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 93/94 — ייתכן שאלה עונות השאלה","93/94-95/96","94/95-95/96","-","-","GK","GK","","1964","1964","",""
"הפועלdle","תומר אליהו","15674","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 97/98, 02/03, 04/05 — ייתכן שאלה עונות השאלה","93/94-97/98, 02/03, 04/05","93/94-96/97","02/03, 04/05","93/94-97/98","DF","DF","DF","1975","1975","1975",""
"הפועלdle","יעקב שוורץ","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 95/96 — ייתכן שאלה עונות השאלה","94/95-95/96","94/95","-","-","MF","MF","","1964","1964","",""
"הפועלdle","קז'ימיש מוסקאל","","עונות","המאגר קצר מדי","חסרות 97/98","94/95-96/97","94/95-97/98","-","-","MF","MF","","1967","1967","","""קז'ימיש מוסקאל"": { ""spells"": [[1995,1998]] }"
"הפועלdle","ניסו אביטן","","עמדה","סתירה","מאגר: MF · ויקיפדיה: FW","95/96-96/97","95/96-96/97","-","-","MF","FW","","1971","1971","",""
"הפועלdle","סרגיי פוגודין","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 95/96, 97/98 — ייתכן שאלה עונות השאלה","95/96-97/98","96/97","-","-","MF","MF","","1968","1968","",""
"הפועלdle","שמעון גרשון","13404","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 95/96 — ייתכן שאלה עונות השאלה","95/96-05/06","96/97-05/06","02/03-05/06","95/96-05/06","DF","DF","DF","1977","1977","1977",""
"הפועלdle","שלום תקווה","","עמדה","סתירה","מאגר: FW · ויקיפדיה: MF","96/97-99/00","96/97-99/00","-","-","FW","MF","","1965","1965","",""
"הפועלdle","זיו קבדה","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 97/98 — ייתכן שאלה עונות השאלה","97/98-99/00","98/99-99/00","-","-","MF","MF","","1978","1978","",""
"הפועלdle","כפיר אודי","","עונות","המאגר קצר מדי","חסרות 96/97 · בתיבה יש שנה בודדת, בדוק ידנית","97/98-02/03, 06/07","96/97-02/03, 06/07","-","-","FW","FW","","1979","1979","",""
"הפועלdle","סבסטיאן סימרוטיץ'","","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 97/98 — ייתכן שאלה עונות השאלה","97/98-99/00","98/99-99/00","-","-","FW","FW","","1974","1974","",""
"הפועלdle","גאבור מרטון","","עונות","סתירה","ויקיפדיה מוסיפה 99/00 · המאגר מוסיף 98/99","98/99","99/00","-","-","MF","MF","","1966","1966","",""
"הפועלdle","יעקב הלל","13407","עונות","המאגר קצר מדי","חסרות 97/98","98/99-02/03","97/98-02/03","02/03","98/99-02/03","DF","DF","DF","1966","1966","1966","""13407"": { ""spells"": [[1998,2003]] }"
"הפועלdle","ישראל כהן","","עונות","המאגר קצר מדי","חסרות 97/98","98/99-99/00","97/98-99/00","-","-","DF","DF","","1971","1971","","""ישראל כהן"": { ""spells"": [[1998,2000]] }"
"הפועלdle","סלים טועמה","13414","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 14/15 — ייתכן שאלה עונות השאלה","98/99-02/03, 06/07, 10/11-14/15","98/99-02/03, 06/07, 10/11-13/14","02/03, 06/07, 10/11-13/14","98/99-02/03, 06/07, 10/11-14/15","MF","MF","MF","1979","1979","1979",""
"הפועלdle","עידן טל","","עונות","סתירה","ויקיפדיה מוסיפה 99/00 · המאגר מוסיף 98/99","98/99","99/00","-","-","MF","MF","","1975","1975","",""
"הפועלdle","פיני בלילי","13403","עונות","המאגר קצר מדי","חסרות 97/98","98/99-02/03","97/98-02/03","02/03","98/99-02/03","FW","FW","FW","1979","1979","1979","""13403"": { ""spells"": [[1998,2003]] }"
"הפועלdle","אילן בכר","13402","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 02/03 — ייתכן שאלה עונות השאלה","99/00-02/03","99/00-01/02","02/03","99/00-01/02","DF","DF","DF","1975","1975","1975",""
"הפועלdle","בן לוז","13416","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 99/00-00/01 — ייתכן שאלה עונות השאלה","99/00-02/03, 08/09","01/02-02/03, 08/09","02/03, 08/09","99/00-02/03","MF","MF","MF","1978","1978","1978",""
"הפועלdle","דיאן ראצ'וניצה","","עונות","המאגר קצר מדי","חסרות 00/01","99/00","99/00-00/01","-","-","MF","MF","","1969","1969","","""דיאן ראצ'וניצה"": { ""spells"": [[2000,2001]] }"
"הפועלdle","יגאל אנטבי","13399","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 11/12, 14/15 — ייתכן שאלה עונות השאלה","99/00-08/09, 11/12-14/15","99/00-08/09, 12/13-13/14","02/03-08/09, 11/12-13/14","99/00-08/09, 11/12-14/15","DF","DF","DF","1974","1974","1974",""
"הפועלdle","דודו דהאן","","עמדה","סתירה","מאגר: FW · ויקיפדיה: DF","00/01-01/02","00/01-01/02","-","-","FW","DF","","1971","1971","",""
"הפועלdle","אבי כנפו","","עונות","המאגר קצר מדי","חסרות 04/05","01/02-03/04","01/02-04/05","-","-","FW","FW","","1982","1982","","""אבי כנפו"": { ""spells"": [[2002,2005]] }"
"הפועלdle","אבי אזולאי","13332","עמדה","אין בשום מקור","","02/03-03/04","-","02/03-03/04","-","","","","","","",""
"הפועלdle","אבי אזולאי","13332","שנת לידה","אין בשום מקור","","02/03-03/04","-","02/03-03/04","-","","","","","","",""
"הפועלdle","אבי קנפו","13422","עמדה","אין בשום מקור","","02/03, 04/05","-","02/03, 04/05","-","","","","","","",""
"הפועלdle","אבי קנפו","13422","שנת לידה","אין בשום מקור","","02/03, 04/05","-","02/03, 04/05","-","","","","","","",""
"הפועלdle","אביב אלחדד","17233","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","אביב אלחדד","17233","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","אביב וולנרמן","13376","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","אביב וולנרמן","13376","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","אודי כפיר","13415","עמדה","אין בשום מקור","","02/03, 06/07","-","02/03, 06/07","-","","","","","","",""
"הפועלdle","אודי כפיר","13415","שנת לידה","אין בשום מקור","","02/03, 06/07","-","02/03, 06/07","-","","","","","","",""
"הפועלdle","אוהד צור","13420","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","אוהד צור","13420","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","איל אחואן","33459","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","איל אחואן","33459","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","אלון חלפון","13262","עונות","המאגר ארוך מדי","ויקיפדיה לא מכירה 04/05 — ייתכן שאלה עונות השאלה","02/03-04/05","02/03-03/04","02/03-04/05","02/03-03/04","DF","DF","DF","1973","1973","1973",""
"הפועלdle","בני חדאד","13410","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","בני חדאד","13410","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","גליל בן שאנן","13371","עונות","המאגר קצר מדי","חסרות 04/05-05/06, 08/09-09/10, 11/12-12/13","02/03-03/04, 06/07-07/08, 10/11","02/03-12/13","02/03-03/04, 06/07-07/08, 10/11","-","GK","GK","","1982","1982","","""13371"": { ""spells"": [[2003,2013]] }"
"הפועלdle","הלמאיי גאבור","13408","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","הלמאיי גאבור","13408","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","וולטון סילבה","34325","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","וולטון סילבה","34325","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","זאב חיימוביץ'","17244","עונות","סתירה","ויקיפדיה מוסיפה 12/13 · המאגר מוסיף 02/03, 04/05","02/03, 04/05, 13/14","12/13-13/14","02/03, 04/05, 13/14","-","DF","DF","","1983","1983","",""
"הפועלdle","זר /","13396","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","זר /","13396","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","יוסף אובה","14158","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","יוסף אובה","14158","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","יניב בן ניסן","17236","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","יניב בן ניסן","17236","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","יעקב שאלו","1549","עמדה","אין בשום מקור","","02/03, 04/05","-","02/03, 04/05","-","","","","","","",""
"הפועלdle","יעקב שאלו","1549","שנת לידה","אין בשום מקור","","02/03, 04/05","-","02/03, 04/05","-","","","","","","",""
"הפועלdle","ניר חדד","13411","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","ניר חדד","13411","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","ניר רחמין","13424","עונות","המאגר קצר מדי","חסרות 98/99-01/02","02/03-03/04, 05/06","98/99-03/04, 05/06","02/03-03/04, 05/06","05/06","FW","GK","FW","1980","1980","1980","""13424"": { ""spells"": [[1999,2004],[2006,2006]] }"
"הפועלdle","ניר רחמין","13424","עמדה","סתירה","מאגר: FW · ויקיפדיה: GK · worldfootball: FW","02/03-03/04, 05/06","98/99-03/04, 05/06","02/03-03/04, 05/06","05/06","FW","GK","FW","1980","1980","1980",""
"הפועלdle","עזרי בבייב","13401","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","עזרי בבייב","13401","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","צבי קוטלר","4399","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","צבי קוטלר","4399","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","קלשנקו סרגיי","13421","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","קלשנקו סרגיי","13421","שנת לידה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
"הפועלdle","רונן זליג","13409","עמדה","אין בשום מקור","","02/03","-","02/03","-","","","","","","",""
